Acquisition Date,Collection Category,Collection Number,Corner Lower Left Lat DMS,Corner Lower Left Latitude,Corner Lower Left Long DMS,Corner Lower Left Longitude,Corner Lower Right Lat DMS,Corner Lower Right Latitude,Corner Lower Right Long DMS,Corner Lower Right Longitude,Corner Upper Left Lat DMS,Corner Upper Left Latitude,Corner Upper Left Long DMS,Corner Upper Left Longitude,Corner Upper Right Lat DMS,Corner Upper Right Latitude,Corner Upper Right Long DMS,Corner Upper Right Longitude,Data Type L2,Date Acquired,Date Product Generated L1,Date Product Generated L2,Date Updated,Datum,Day/Night Indicator,Display ID,Ellipsoid,Entity ID,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Ground Control Points Model,Ground Control Points Version,Land Cloud Cover,Landsat Product Identifier L1,Landsat Product Identifier L2,Landsat Scene Identifier,NE Corner Lat,NE Corner Lat dec,NE Corner Long,NE Corner Long dec,NW Corner Lat,NW Corner Lat dec,NW Corner Long,NW Corner Long dec,Nadir/Off Nadir,Processing Software Version,Product Map Projection L1,Publication Date,Resolution,Roll Angle,SE Corner Lat,SE Corner Lat dec,SE Corner Long,SE Corner Long dec,SW Corner Lat,SW Corner Lat dec,SW Corner Long,SW Corner Long dec,Satellite,Scene Center Lat DMS,Scene Center Latitude,Scene Center Long DMS,Scene Center Longitude,Scene Cloud Cover L1,Sensor Identifier,Start Time,Station Identifier,Stop Time,Sun Azimuth L0RA,Sun Elevation L0RA,TIRS SSM Model,Target WRS Path,Target WRS Row,UTM Zone,WRS Path,WRS Row,source
,T1,2,"23°31'20.35""N",23.52232,"52°33'09.11""E",52.55253,"23°29'04.52""N",23.48459,"54°45'45.47""E",54.76263,"25°36'18.50""N",25.60514,"52°34'42.24""E",52.5784,"25°33'49""N",25.56361,"54°49'30.68""E",54.82519,OLI_TIRS_L2SP,1/18/2020,8/23/2020,8/23/2020,,WGS84,DAY,LC08_L2SP_161043_20200118_20200823_02_T1,WGS84,LC81610432020018LGN00,7.626,4.791,5.933,391,5,0.79,LC08_L1TP_161043_20200118_20200823_02_T1,LC08_L2SP_161043_20200118_20200823_02_T1,LC81610432020018LGN00,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"24°33'11.70""N",24.55325,"53°40'51.74""E",53.68104,0.44,OLI_TIRS,52:38.9,LGN,53:10.7,148.9010046,38.38905172,FINAL,161,43,39,161,43,Landsat
,T1,2,"22°04'41.99""N",22.07833,"52°13'09.66""E",52.21935,"22°02'50.14""N",22.04726,"54°24'45.86""E",54.41274,"24°09'52.34""N",24.16454,"52°14'18.06""E",52.23835,"24°07'48.68""N",24.13019,"54°27'56.92""E",54.46581,OLI_TIRS_L2SP,1/18/2020,8/23/2020,8/23/2020,,WGS84,DAY,LC08_L2SP_161044_20200118_20200823_02_T1,WGS84,LC81610442020018LGN00,7.821,4.329,6.514,808,5,0.34,LC08_L1TP_161044_20200118_20200823_02_T1,LC08_L2SP_161044_20200118_20200823_02_T1,LC81610442020018LGN00,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"23°06'45.04""N",23.11251,"53°20'03.23""E",53.33423,0.34,OLI_TIRS,53:02.8,LGN,53:34.6,148.0362522,39.49892287,FINAL,161,44,39,161,44,Landsat
,T1,2,"20°37'59.27""N",20.63313,"51°53'26.63""E",51.89073,"20°36'29.74""N",20.60826,"54°03'47.77""E",54.06327,"22°43'11.78""N",22.71994,"51°54'13.14""E",51.90365,"22°41'32.24""N",22.69229,"54°06'27.36""E",54.1076,OLI_TIRS_L2SP,1/18/2020,8/23/2020,8/23/2020,,WGS84,DAY,LC08_L2SP_161045_20200118_20200823_02_T1,WGS84,LC81610452020018LGN00,7.141,4.378,5.642,919,5,0,LC08_L1TP_161045_20200118_20200823_02_T1,LC08_L2SP_161045_20200118_20200823_02_T1,LC81610452020018LGN00,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"21°40'17.15""N",21.67143,"52°59'33.40""E",52.99261,0,OLI_TIRS,53:26.7,LGN,53:58.5,147.1358261,40.59563133,FINAL,161,45,39,161,45,Landsat
,T1,2,"24°55'58.55""N",24.93293,"55°59'26.77""E",55.99077,"24°55'51.85""N",24.93107,"58°15'17.32""E",58.25481,"27°02'14.86""N",27.03746,"55°58'21.47""E",55.97263,"27°02'07.51""N",27.03542,"58°16'38.50""E",58.27736,OLI_TIRS_L2SP,1/20/2020,8/23/2020,8/23/2020,,WGS84,DAY,LC08_L2SP_159042_20200120_20200823_02_T1,WGS84,LC81590422020020LGN00,9.059,5.993,6.794,424,5,36.3,LC08_L1TP_159042_20200120_20200823_02_T1,LC08_L2SP_159042_20200120_20200823_02_T1,LC81590422020020LGN00,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"25°59'33.32""N",25.99259,"57°07'26.94""E",57.12415,18.28,OLI_TIRS,39:52.8,LGN,40:24.6,149.3170562,37.55626705,FINAL,159,42,40,159,42,Landsat
,T1,2,"23°29'20.44""N",23.48901,"55°39'09""E",55.6525,"23°29'32.17""N",23.49227,"57°53'38.90""E",57.89414,"25°35'47.04""N",25.5964,"55°37'47.28""E",55.6298,"25°35'59.96""N",25.59999,"57°54'33.16""E",57.90921,OLI_TIRS_L2SP,1/20/2020,8/23/2020,8/23/2020,,WGS84,DAY,LC08_L2SP_159043_20200120_20200823_02_T1,WGS84,LC81590432020020LGN00,6.653,4.234,5.132,536,5,1.81,LC08_L1TP_159043_20200120_20200823_02_T1,LC08_L2SP_159043_20200120_20200823_02_T1,LC81590432020020LGN00,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"24°33'11.34""N",24.55315,"56°46'18.19""E",56.77172,1.57,OLI_TIRS,40:16.7,LGN,40:48.5,148.4719771,38.67072662,FINAL,159,43,40,159,43,Landsat
,T1,2,"22°02'39.91""N",22.04442,"55°19'04.15""E",55.31782,"22°03'07.81""N",22.05217,"57°32'19.82""E",57.53884,"24°09'16.49""N",24.15458,"55°17'28.79""E",55.29133,"24°09'47.38""N",24.16316,"57°32'50.39""E",57.54733,OLI_TIRS_L2SP,1/20/2020,8/23/2020,8/23/2020,,WGS84,DAY,LC08_L2SP_159044_20200120_20200823_02_T1,WGS84,LC81590442020020LGN00,6.912,4.198,5.492,881,5,0.02,LC08_L1TP_159044_20200120_20200823_02_T1,LC08_L2SP_159044_20200120_20200823_02_T1,LC81590442020020LGN00,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"23°06'45.76""N",23.11271,"56°25'29.64""E",56.4249,0.02,OLI_TIRS,40:40.6,LGN,41:12.4,147.5928282,39.77309449,FINAL,159,44,40,159,44,Landsat
,T1,2,"20°36'07.34""N",20.60204,"54°59'19.79""E",54.98883,"20°36'49.10""N",20.61364,"57°11'17.20""E",57.18811,"22°42'43.85""N",22.71218,"54°57'33.70""E",54.95936,"22°43'30.32""N",22.72509,"57°11'27.13""E",57.19087,OLI_TIRS_L2SP,1/20/2020,8/23/2020,8/23/2020,,WGS84,DAY,LC08_L2SP_159045_20200120_20200823_02_T1,WGS84,LC81590452020020LGN00,6.994,4.439,5.405,690,5,0.71,LC08_L1TP_159045_20200120_20200823_02_T1,LC08_L2SP_159045_20200120_20200823_02_T1,LC81590452020020LGN00,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"21°40'16.86""N",21.67135,"56°04'59.74""E",56.08326,0.71,OLI_TIRS,41:04.5,LGN,41:36.3,146.6771815,40.86244828,FINAL,159,45,40,159,45,Landsat
,T1,2,"26°23'31.78""N",26.39216,"51°41'33.97""E",51.69277,"26°21'47.02""N",26.36306,"53°58'05.09""E",53.96808,"28°28'58.40""N",28.48289,"51°42'21.42""E",51.70595,"28°27'03.92""N",28.45109,"54°01'28.02""E",54.02445,OLI_TIRS_L2SP,1/25/2020,8/23/2020,8/23/2020,,WGS84,DAY,LC08_L2SP_162041_20200125_20200823_02_T1,WGS84,LC81620412020025LGN00,7.411,5.075,5.401,798,5,0.45,LC08_L1TP_162041_20200125_20200823_02_T1,LC08_L2SP_162041_20200125_20200823_02_T1,LC81620412020025LGN00,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"27°25'53.58""N",27.43155,"52°50'52.73""E",52.84798,0.48,OLI_TIRS,57:59.9,LGN,58:31.7,149.0906344,37.28450343,FINAL,162,41,39,162,41,Landsat
,T1,2,"24°56'58.13""N",24.94948,"51°21'05.94""E",51.35165,"24°55'37.96""N",24.92721,"53°36'00.79""E",53.60022,"27°02'26.74""N",27.04076,"51°21'28.58""E",51.35794,"27°00'58.79""N",27.01633,"53°38'47.76""E",53.6466,OLI_TIRS_L2SP,1/25/2020,8/23/2020,8/23/2020,,WGS84,DAY,LC08_L2SP_162042_20200125_20200823_02_T1,WGS84,LC81620422020025LGN00,6.64,4.779,4.611,77,5,1.62,LC08_L1TP_162042_20200125_20200823_02_T1,LC08_L2SP_162042_20200125_20200823_02_T1,LC81620422020025LGN00,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"25°59'33.40""N",25.99261,"52°29'21.41""E",52.48928,0.17,OLI_TIRS,58:23.8,LGN,58:55.6,148.2391513,38.39331323,FINAL,162,42,39,162,42,Landsat
,T1,2,"23°30'20.45""N",23.50568,"51°00'45.83""E",51.01273,"23°29'22.49""N",23.48958,"53°14'21.80""E",53.23939,"25°36'00.40""N",25.60011,"51°00'46.62""E",51.01295,"25°34'56.60""N",25.58239,"53°16'36.70""E",53.27686,OLI_TIRS_L2SP,1/25/2020,8/23/2020,8/23/2020,,WGS84,DAY,LC08_L2SP_162043_20200125_20200823_02_T1,WGS84,LC81620432020025LGN00,7.738,4.771,6.092,371,5,0.74,LC08_L1TP_162043_20200125_20200823_02_T1,LC08_L2SP_162043_20200125_20200823_02_T1,LC81620432020025LGN00,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"24°33'10.26""N",24.55285,"52°08'12.48""E",52.1368,0.33,OLI_TIRS,58:47.7,LGN,59:19.5,147.3546011,39.4898322,FINAL,162,43,39,162,43,Landsat
,T1,2,"22°03'39.17""N",22.06088,"50°40'52.07""E",50.68113,"22°03'01.08""N",22.0503,"52°53'15.50""E",52.88764,"24°09'39.92""N",24.16109,"50°40'34.07""E",50.67613,"24°08'57.80""N",24.14939,"52°55'01.96""E",52.91721,OLI_TIRS_L2SP,1/25/2020,8/23/2020,8/23/2020,,WGS84,DAY,LC08_L2SP_162044_20200125_20200823_02_T1,WGS84,LC81620442020025LGN00,8.895,5.303,7.141,494,5,23.92,LC08_L1TP_162044_20200125_20200823_02_T1,LC08_L2SP_162044_20200125_20200823_02_T1,LC81620442020025LGN00,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"23°06'46.37""N",23.11288,"51°47'24.58""E",51.79016,23.89,OLI_TIRS,59:11.6,LGN,59:43.4,146.4348652,40.57272836,FINAL,162,44,39,162,44,Landsat
,T1,2,"26°21'18.47""N",26.35513,"54°47'28.90""E",54.79136,"26°22'19.67""N",26.37213,"57°06'11.70""E",57.10325,"28°28'17.44""N",28.47151,"54°44'55.82""E",54.74884,"28°29'24.36""N",28.4901,"57°06'18.86""E",57.10524,OLI_TIRS_L2SP,1/27/2020,8/23/2020,8/23/2020,,WGS84,DAY,LC08_L2SP_160041_20200127_20200823_02_T1,WGS84,LC81600412020027LGN00,7.994,4.869,6.34,691,5,0.38,LC08_L1TP_160041_20200127_20200823_02_T1,LC08_L2SP_160041_20200127_20200823_02_T1,LC81600412020027LGN00,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"27°25'53.22""N",27.43145,"55°56'15.94""E",55.93776,0.33,OLI_TIRS,45:37.6,LGN,46:09.4,148.6669318,37.66693304,FINAL,160,41,40,160,41,Landsat
,T1,2,"24°54'42.55""N",24.91182,"54°26'58.52""E",54.44959,"24°56'00.24""N",24.9334,"56°44'00.85""E",56.73357,"27°02'00.60""N",27.0335,"54°24'12.17""E",54.40338,"27°03'25.92""N",27.0572,"56°43'43.46""E",56.72874,OLI_TIRS_L2SP,1/27/2020,8/23/2020,8/23/2020,,WGS84,DAY,LC08_L2SP_160042_20200127_20200823_02_T1,WGS84,LC81600422020027LGN00,7.77,4.91,6.022,637,5,1.63,LC08_L1TP_160042_20200127_20200823_02_T1,LC08_L2SP_160042_20200127_20200823_02_T1,LC81600422020027LGN00,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"25°59'33.72""N",25.9927,"55°34'45.08""E",55.57919,4.22,OLI_TIRS,46:01.5,LGN,46:33.2,147.7990013,38.7684689,FINAL,160,42,40,160,42,Landsat
,T1,2,"23°28'14.77""N",23.47077,"54°06'40.25""E",54.11118,"23°29'46.57""N",23.49627,"56°22'09.37""E",56.36927,"25°35'32.14""N",25.59226,"54°03'43.81""E",54.06217,"25°37'13.37""N",25.62038,"56°21'30.82""E",56.35856,OLI_TIRS_L2SP,1/27/2020,8/23/2020,8/23/2020,,WGS84,DAY,LC08_L2SP_160043_20200127_20200823_02_T1,WGS84,LC81600432020027LGN00,6.885,4.807,4.93,426,5,26.37,LC08_L1TP_160043_20200127_20200823_02_T1,LC08_L2SP_160043_20200127_20200823_02_T1,LC81600432020027LGN00,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"24°33'11.59""N",24.55322,"55°13'36.55""E",55.22682,25.29,OLI_TIRS,46:25.4,LGN,46:57.1,146.8973096,39.85724656,FINAL,160,43,40,160,43,Landsat
,T1,2,"22°01'46.13""N",22.02948,"53°46'42.02""E",53.77834,"22°03'29.56""N",22.05821,"56°00'44.75""E",56.01243,"24°09'02.52""N",24.1507,"53°43'38.35""E",53.72732,"24°10'57.07""N",24.18252,"55°59'48.34""E",55.99676,OLI_TIRS_L2SP,1/27/2020,8/23/2020,8/23/2020,,WGS84,DAY,LC08_L2SP_160044_20200127_20200823_02_T1,WGS84,LC81600442020027LGN00,7.243,4.255,5.861,608,5,4.22,LC08_L1TP_160044_20200127_20200823_02_T1,LC08_L2SP_160044_20200127_20200823_02_T1,LC81600442020027LGN00,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"23°06'45.97""N",23.11277,"54°52'48.18""E",54.88005,4.22,OLI_TIRS,46:49.3,LGN,47:21.0,145.9591526,40.93252294,FINAL,160,44,40,160,44,Landsat
,T1,2,"20°35'07.48""N",20.58541,"53°27'01.22""E",53.45034,"20°37'00.08""N",20.61669,"55°39'43.85""E",55.66218,"22°42'32.33""N",22.70898,"53°23'52.69""E",53.39797,"22°44'37.75""N",22.74382,"55°38'32.60""E",55.64239,OLI_TIRS_L2SP,1/27/2020,8/23/2020,8/23/2020,,WGS84,DAY,LC08_L2SP_160045_20200127_20200823_02_T1,WGS84,LC81600452020027LGN00,6.826,3.979,5.546,1092,5,0.01,LC08_L1TP_160045_20200127_20200823_02_T1,LC08_L2SP_160045_20200127_20200823_02_T1,LC81600452020027LGN00,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"21°40'17.90""N",21.67164,"54°32'18.67""E",54.53852,0.01,OLI_TIRS,47:13.2,LGN,47:44.9,144.9821858,41.99310857,FINAL,160,45,40,160,45,Landsat
,T1,2,"26°20'02.62""N",26.33406,"53°15'24.73""E",53.25687,"26°22'33.53""N",26.37598,"55°34'53.90""E",55.58164,"28°27'58.82""N",28.46634,"53°11'03.23""E",53.18423,"28°30'44.06""N",28.51224,"55°33'14.58""E",55.55405,OLI_TIRS_L2SP,2/3/2020,8/23/2020,8/23/2020,,WGS84,DAY,LC08_L2SP_161041_20200203_20200823_02_T1,WGS84,LC81610412020034LGN00,7.669,4.975,5.837,895,5,0.22,LC08_L1TP_161041_20200203_20200823_02_T1,LC08_L2SP_161041_20200203_20200823_02_T1,LC81610412020034LGN00,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"27°25'53.83""N",27.43162,"54°23'41.21""E",54.39478,0.2,OLI_TIRS,51:45.7,LGN,52:17.4,147.1425869,39.19711952,FINAL,161,41,40,161,41,Landsat
,T1,2,"24°58'03.54""N",24.96765,"52°53'38.54""E",52.89404,"24°55'21.11""N",24.92253,"55°07'31.87""E",55.12552,"27°02'49.06""N",27.04696,"52°55'39.76""E",52.92771,"26°59'51.04""N",26.99751,"55°11'55.14""E",55.19865,OLI_TIRS_L2SP,2/3/2020,8/23/2020,8/23/2020,,WGS84,DAY,LC08_L2SP_161042_20200203_20200823_02_T1,WGS84,LC81610422020034LGN00,7.471,4.523,5.946,330,5,0.48,LC08_L1TP_161042_20200203_20200823_02_T1,LC08_L2SP_161042_20200203_20200823_02_T1,LC81610422020034LGN00,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"25°59'33.43""N",25.99262,"54°02'10.07""E",54.03613,7.64,OLI_TIRS,52:09.6,LGN,52:41.3,146.2080703,40.27250396,FINAL,161,42,39,161,42,Landsat
,T1,2,"23°31'20.24""N",23.52229,"52°33'19.69""E",52.55547,"23°29'04.27""N",23.48452,"54°45'56.02""E",54.76556,"25°36'18.36""N",25.6051,"52°34'53""E",52.58139,"25°33'48.71""N",25.56353,"54°49'41.41""E",54.82817,OLI_TIRS_L2SP,2/3/2020,8/23/2020,8/23/2020,,WGS84,DAY,LC08_L2SP_161043_20200203_20200823_02_T1,WGS84,LC81610432020034LGN00,7.599,4.649,6.011,398,5,8.04,LC08_L1TP_161043_20200203_20200823_02_T1,LC08_L2SP_161043_20200203_20200823_02_T1,LC81610432020034LGN00,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"24°33'10.22""N",24.55284,"53°41'01.43""E",53.68373,11.61,OLI_TIRS,52:33.5,LGN,53:05.2,145.2368468,41.33360969,FINAL,161,43,39,161,43,Landsat
,T1,2,"22°04'41.92""N",22.07831,"52°13'20.14""E",52.22226,"22°02'50.14""N",22.04726,"54°24'45.86""E",54.41274,"24°09'52.24""N",24.16451,"52°14'28.68""E",52.2413,"24°07'48.68""N",24.13019,"54°27'56.92""E",54.46581,OLI_TIRS_L2SP,2/3/2020,8/23/2020,8/23/2020,,WGS84,DAY,LC08_L2SP_161044_20200203_20200823_02_T1,WGS84,LC81610442020034LGN00,7.482,4.151,6.225,831,5,1.5,LC08_L1TP_161044_20200203_20200823_02_T1,LC08_L2SP_161044_20200203_20200823_02_T1,LC81610442020034LGN00,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"23°06'46.33""N",23.11287,"53°20'13.70""E",53.33714,1.5,OLI_TIRS,52:57.4,LGN,53:29.1,144.2266681,42.37894902,FINAL,161,44,39,161,44,Landsat
,T1,2,"20°37'59.20""N",20.63311,"51°53'37""E",51.89361,"20°36'29.56""N",20.60821,"54°03'58.10""E",54.06614,"22°43'11.71""N",22.71992,"51°54'23.65""E",51.90657,"22°41'32.06""N",22.69224,"54°06'37.87""E",54.11052,OLI_TIRS_L2SP,2/3/2020,8/23/2020,8/23/2020,,WGS84,DAY,LC08_L2SP_161045_20200203_20200823_02_T1,WGS84,LC81610452020034LGN00,7.313,4.511,5.756,927,5,0.01,LC08_L1TP_161045_20200203_20200823_02_T1,LC08_L2SP_161045_20200203_20200823_02_T1,LC81610452020034LGN00,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"21°40'18.12""N",21.6717,"52°59'44.23""E",52.99562,0.01,OLI_TIRS,53:21.3,LGN,53:53.0,143.1741535,43.40816216,FINAL,161,45,39,161,45,Landsat
,T1,2,"24°55'58.55""N",24.93293,"55°59'26.77""E",55.99077,"24°55'51.74""N",24.93104,"58°15'28.01""E",58.25778,"27°02'14.86""N",27.03746,"55°58'21.47""E",55.97263,"27°02'07.40""N",27.03539,"58°16'49.37""E",58.28038,OLI_TIRS_L2SP,2/5/2020,8/23/2020,8/23/2020,,WGS84,DAY,LC08_L2SP_159042_20200205_20200823_02_T1,WGS84,LC81590422020036LGN00,7.833,4.779,6.207,607,5,1.06,LC08_L1TP_159042_20200205_20200823_02_T1,LC08_L2SP_159042_20200205_20200823_02_T1,LC81590422020036LGN00,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"25°59'34.26""N",25.99285,"57°07'36.59""E",57.12683,0.98,OLI_TIRS,39:47.3,LGN,40:19.0,145.7445308,40.74938496,FINAL,159,42,40,159,42,Landsat
,T1,2,"23°29'20.54""N",23.48904,"55°39'19.58""E",55.65544,"23°29'32.14""N",23.49226,"57°53'49.49""E",57.89708,"25°35'47.15""N",25.59643,"55°37'58.04""E",55.63279,"25°35'59.93""N",25.59998,"57°54'43.92""E",57.9122,OLI_TIRS_L2SP,2/5/2020,8/23/2020,8/23/2020,,WGS84,DAY,LC08_L2SP_159043_20200205_20200823_02_T1,WGS84,LC81590432020036LGN00,6.223,4.086,4.694,577,5,0.09,LC08_L1TP_159043_20200205_20200823_02_T1,LC08_L2SP_159043_20200205_20200823_02_T1,LC81590432020036LGN00,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"24°33'11.12""N",24.55309,"56°46'27.91""E",56.77442,0.13,OLI_TIRS,40:11.2,LGN,40:42.9,144.7511243,41.80215424,FINAL,159,43,40,159,43,Landsat
,T1,2,"22°02'40.02""N",22.04445,"55°19'14.63""E",55.32073,"22°03'07.78""N",22.05216,"57°32'30.30""E",57.54175,"24°09'16.60""N",24.15461,"55°17'39.41""E",55.29428,"24°09'47.34""N",24.16315,"57°33'01.04""E",57.55029,OLI_TIRS_L2SP,2/5/2020,8/23/2020,8/23/2020,,WGS84,DAY,LC08_L2SP_159044_20200205_20200823_02_T1,WGS84,LC81590442020036LGN00,6.359,3.911,5.014,891,5,0.04,LC08_L1TP_159044_20200205_20200823_02_T1,LC08_L2SP_159044_20200205_20200823_02_T1,LC81590442020036LGN00,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"23°06'45.47""N",23.11263,"56°25'39.65""E",56.42768,0.04,OLI_TIRS,40:35.1,LGN,41:06.8,143.7173752,42.83897526,FINAL,159,44,40,159,44,Landsat
,T1,2,"20°36'07.45""N",20.60207,"54°59'30.16""E",54.99171,"20°36'49.07""N",20.61363,"57°11'27.56""E",57.19099,"22°42'43.96""N",22.71221,"54°57'44.21""E",54.96228,"22°43'30.29""N",22.72508,"57°11'37.64""E",57.19379,OLI_TIRS_L2SP,2/5/2020,8/23/2020,8/23/2020,,WGS84,DAY,LC08_L2SP_159045_20200205_20200823_02_T1,WGS84,LC81590452020036LGN00,6.54,3.87,5.272,736,5,0.77,LC08_L1TP_159045_20200205_20200823_02_T1,LC08_L2SP_159045_20200205_20200823_02_T1,LC81590452020036LGN00,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"21°40'17.29""N",21.67147,"56°05'10.25""E",56.08618,0.77,OLI_TIRS,40:59.0,LGN,41:30.7,142.6406769,43.85874047,FINAL,159,45,40,159,45,Landsat
,T1,2,"26°23'31.81""N",26.39217,"51°41'23.14""E",51.68976,"26°21'47.23""N",26.36312,"53°57'54.25""E",53.96507,"28°28'58.48""N",28.48291,"51°42'10.40""E",51.70289,"28°27'04.18""N",28.45116,"54°01'17""E",54.02139,OLI_TIRS_L2SP,2/10/2020,8/23/2020,8/23/2020,,WGS84,DAY,LC08_L2SP_162041_20200210_20200823_02_T1,WGS84,LC81620412020041LGN00,7.078,4.865,5.141,534,5,34.39,LC08_L1TP_162041_20200210_20200823_02_T1,LC08_L2SP_162041_20200210_20200823_02_T1,LC81620412020041LGN00,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"27°25'53.54""N",27.43154,"52°50'42.29""E",52.84508,31.93,OLI_TIRS,57:55.1,LGN,58:26.9,145.5659169,40.99029399,FINAL,162,41,39,162,41,Landsat
,T1,2,"24°56'58.16""N",24.94949,"51°20'55.25""E",51.34868,"24°55'38.14""N",24.92726,"53°35'50.10""E",53.59725,"27°02'26.77""N",27.04077,"51°21'17.68""E",51.35491,"27°00'58.97""N",27.01638,"53°38'36.89""E",53.64358,OLI_TIRS_L2SP,2/10/2020,8/23/2020,8/23/2020,,WGS84,DAY,LC08_L2SP_162042_20200210_20200823_02_T1,WGS84,LC81620422020041LGN00,6.505,4.311,4.871,23,5,2.05,LC08_L1TP_162042_20200210_20200823_02_T1,LC08_L2SP_162042_20200210_20200823_02_T1,LC81620422020041LGN00,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"25°59'33.97""N",25.99277,"52°29'11.47""E",52.48652,21.15,OLI_TIRS,58:19.0,LGN,58:50.8,144.5520332,42.0373666,FINAL,162,42,39,162,42,Landsat
,T1,2,"23°30'20.45""N",23.50568,"51°00'35.24""E",51.00979,"23°29'22.49""N",23.48958,"53°14'21.80""E",53.23939,"25°36'00.40""N",25.60011,"51°00'35.86""E",51.00996,"25°34'56.60""N",25.58239,"53°16'36.70""E",53.27686,OLI_TIRS_L2SP,2/10/2020,8/23/2020,8/23/2020,,WGS84,DAY,LC08_L2SP_162043_20200210_20200823_02_T1,WGS84,LC81620432020041LGN00,8.631,6.025,6.18,41,5,43.29,LC08_L1TP_162043_20200210_20200823_02_T1,LC08_L2SP_162043_20200210_20200823_02_T1,LC81620432020041LGN00,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"24°33'11.77""N",24.55327,"52°08'03.05""E",52.13418,35.99,OLI_TIRS,58:42.9,LGN,59:14.7,143.4978073,43.06820015,FINAL,162,43,39,162,43,Landsat
,T1,2,"22°03'39.13""N",22.06087,"50°40'41.59""E",50.67822,"22°03'01.22""N",22.05034,"52°53'05.03""E",52.88473,"24°09'30.17""N",24.15838,"50°40'23.48""E",50.67319,"24°08'48.19""N",24.14672,"52°54'51.19""E",52.91422,OLI_TIRS_L2SP,2/10/2020,8/23/2020,8/23/2020,,WGS84,DAY,LC08_L2SP_162044_20200210_20200823_02_T1,WGS84,LC81620442020041LGN00,8.275,5.579,6.112,68,5,50.24,LC08_L1TP_162044_20200210_20200823_02_T1,LC08_L2SP_162044_20200210_20200823_02_T1,LC81620442020041LGN00,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"23°06'45.94""N",23.11276,"51°47'15""E",51.7875,50.25,OLI_TIRS,59:06.8,LGN,59:38.6,142.400294,44.08184801,FINAL,162,44,39,162,44,Landsat
,T1,2,"26°21'18.32""N",26.35509,"54°47'18.10""E",54.78836,"26°22'19.67""N",26.37213,"57°05'50.03""E",57.09723,"28°28'17.22""N",28.47145,"54°44'44.81""E",54.74578,"28°29'24.40""N",28.49011,"57°05'56.80""E",57.09911,OLI_TIRS_L2SP,2/12/2020,8/23/2020,8/23/2020,,WGS84,DAY,LC08_L2SP_160041_20200212_20200823_02_T1,WGS84,LC81600412020043LGN00,7.695,4.661,6.122,776,5,0.07,LC08_L1TP_160041_20200212_20200823_02_T1,LC08_L2SP_160041_20200212_20200823_02_T1,LC81600412020043LGN00,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"27°25'52.28""N",27.43119,"55°55'57.94""E",55.93276,0.33,OLI_TIRS,45:33.2,LGN,46:04.9,145.1065368,41.54279749,FINAL,160,41,40,160,41,Landsat
